date,news
2023-05-10,"['Morgan Stanley analysts think Alphabet Inc.’s GOOG GOOGL Google is best positioned on the hardware, data and AI tech fronts, as Amazon.com Inc. AMZN and Meta Platforms Inc. META AIs need “behavior changes…to lead,” and Apple Inc.’s AAPL AI play still faces “uncertainty.”\n\n...', 'Accenture Plc, Amazon.com Inc., Atos SE, Capgemini Service SAS, CGI Inc., Cisco Systems Inc., Citrix Systems Inc., Cognizant Technology Solutions Corp., Dell Technologies Inc., Fujitsu Ltd., HCL Technologies Ltd., Infosys Ltd., International Business Machines Corp., Mahindra and Mahindra Ltd., Microsoft Corp., Oracle Corp., Salesforce.com Inc., SAP', 'amazon.com- The company offers digital transformation services through Amazon Web Services.\n\ncapgemini.com- The company offers digital transformation services such as cloud, CRM, data and artificial intelligence, enterprise management.\n\nWhat`s New for 2023?', '(%) 20.45 Regional analysis North America, Europe, APAC, South America, and Middle East and Africa Performing market contribution North America at 35% Key countries US, China, Japan, UK, and Germany Competitive landscape Leading Vendors, Market Positioning of Vendors, Competitive Strategies, and Industry Risks Key companies profiled Accenture Plc, Amazon.com', 'Inc., Atos SE, Capgemini Service SAS, CGI Inc., Cisco Systems Inc., Citrix Systems Inc., Cognizant Technology Solutions Corp., Dell Technologies Inc., Fujitsu Ltd., HCL Technologies Ltd., Infosys Ltd., International Business Machines Corp., Mahindra and Mahindra Ltd., Microsoft Corp., Oracle Corp., Salesforce.com Inc., SAP SE, Tata Consultancy Services', 'covered\n\n12.2 Market positioning of vendors\n\nExhibit 119: Matrix on vendor position and classification\n\n12.3 Accenture Plc\n\nExhibit 120: Accenture Plc - Overview\n\n\n\nExhibit 121: Accenture Plc - Business segments\n\n\n\nExhibit 122: Accenture Plc - Key news\n\n\n\nExhibit 123: Accenture Plc - Key offerings\n\n\n\nExhibit 124: Accenture Plc - Segment focus\n\n12.4 Amazon.com', 'Inc.', 'Exhibit 125: Amazon.com Inc. - Overview\n\n\n\nExhibit 126: Amazon.com Inc. - Business segments\n\n\n\nExhibit 127: Amazon.com Inc. - Key news\n\n\n\nExhibit 128: Amazon.com Inc. - Key offerings\n\n\n\nExhibit 129: Amazon.com Inc. - Segment focus\n\n12.5 Capgemini Service SAS\n\nExhibit 130: Capgemini Service SAS - Overview\n\n\n\nExhibit 131: Capgemini Service SAS - Business', 'Apple Inc (NASDAQ: ), Amazon.com Inc (NASDAQ: ), Microsoft Corporation (NASDAQ: ) and Alphabet Inc (NASDAQ: ) rallied.\n\nAlphabet rose more than 4% after unveiling a string of new updates including a new folding smartphone and announcing that it would be integrating generative AI into Google search.']"
2023-05-11,"['., Amazon.com Inc. and Oracle Corp. make it difficult for companies to leave their cloud systems by charging significant fees to migrate data or use their software tools elsewhere.', 'Amazon.com Inc. - The company offers SageMaker which is a machine learning service enabling data scientists, data engineers, MLOps engineers, and business analysts to build, train, and deploy ML models for any use case, regardless of ML expertise.', 'East and Africa, and South America Performing market contribution North America at 36% Key countries US, China, Japan, UK, and Germany Competitive landscape Leading Vendors, Market Positioning of Vendors, Competitive Strategies, and Industry Risks Key companies profiled Alibaba Group Holding Ltd., Alphabet Inc., Altair Engineering Inc., Alteryx Inc., Amazon.com', 'Inc., BigML Inc., Cisco Systems Inc., Fair Isaac Corp., H2O.ai Inc., Hewlett Packard Enterprise Co., Iflowsoft Solutions Inc., Intel Corp., International Business Machines Corp., Microsoft Corp., Netguru S.A, Salesforce.com Inc., SAP SE, SAS Institute Inc., TIBCO Software Inc., and Yottamine Analytics LLC Market dynamics Parent market analysis, market', 'Exhibit 127: Alphabet Inc. - Overview\n\n\n\nExhibit 128: Alphabet Inc. - Business segments\n\n\n\nExhibit 129: Alphabet Inc. - Key news\n\n\n\nExhibit 130: Alphabet Inc. - Key offerings\n\n\n\nExhibit 131: Alphabet Inc. - Segment focus\n\n12.5 Amazon.com Inc.', 'Exhibit 132: Amazon.com Inc. - Overview\n\n\n\nExhibit 133: Amazon.com Inc. - Business segments\n\n\n\nExhibit 134: Amazon.com Inc. - Key news\n\n\n\nExhibit 135: Amazon.com Inc. - Key offerings\n\n\n\nExhibit 136: Amazon.com Inc. - Segment focus\n\n12.6 BigML Inc.', '(AWS), an Amazon.com, Inc. company (NASDAQ: AMZN), today announced Amazon Aurora I/O-Optimized, a new configuration for Amazon Aurora that offers improved price performance and predictable pricing for customers with input/output (I/O)-intensive applications.', 'View source version on businesswire.com: https://www.businesswire.com/news/home/20230511005717/en/\n\nContacts\n\nAmazon.com, Inc.\n\nMedia Hotline\n\nAmazon-pr@amazon.com\n\nwww.amazon.com/pr']"
2023-05-12,"['Pzena Investment Management, LLC\n\nGrowth Managers:\n\nSustainable Growth Advisers, LP\n\nTCW Investment Management Company\n\nTop 20 Holdings at Month-End (33.4% of equity portfolio) 1 Microsoft Corp. 3.4 % 2 Alphabet, Inc. 3.1 % 3 UnitedHealth Group, Inc. 2.3 % 4 Amazon.com, Inc. 2.2 % 5 Visa, Inc. 2.1 % 6 S&P Global, Inc. 1.7 % 7 ServiceNow, Inc. 1.7 %', 'Pzena Investment Management, LLC\n\nGrowth Managers:\n\nSustainable Growth Advisers, LP\n\nTCW Investment Management Company\n\nTop 20 Holdings at Month-End (33.4% of equity portfolio) 1 Microsoft Corp. 3.4 % 2 Alphabet, Inc. 3.1 % 3 UnitedHealth Group, Inc. 2.3 % 4 Amazon.com, Inc. 2.2 % 5 Visa, Inc. 2.1 % 6 S&P Global, Inc. 1.7 % 7 ServiceNow, Inc. 1.7 %', 'Investment Managers:\n\nWeatherbie Capital, LLC\n\nSmall-Cap Growth\n\nCongress Asset Management Company, LLP\n\nMid-Cap Growth\n\nSustainable Growth Advisers, LP\n\nLarge-Cap Growth\n\nTop 20 Holdings at Month-End\n\n(32.3% of equity portfolio)\n\n1 SPS Commerce, Inc. 2.6 % 2 Microsoft Corp. 2.1 % 3 Amazon.com, Inc. 2.0 % 4 FirstService Corp. 1.9 % 5 Casella Waste Systems']"
2023-05-13,"['(Reuters) -Amazon.com Inc said it has optimized its delivery network coming out of the COVID-19 pandemic, allowing it to increase delivery speeds and lower costs, while also reducing the ecommerce giant’s carbon emissions.', 'Even Amazon.com, Inc. (AMZN) does not want to be left behind, releasing the next-gen Inferentia2 chip in November 2022 ""for running the largest deep learning models at scale."" Intel Corporation will also be launching the Habana Gaudi 3 by H1\'24, further demonstrating our point.', '., Google-parent Alphabet Inc. and Amazon.com Inc. all beating expectations. They are also benefiting from signs the Federal Reserve has stopped hiking rates.\n\nStill, sector earnings are expected to decline more than 7% in the second quarter.']"
2023-05-14,"['Sea may also cause trouble for global tech giants like Alibaba Group Holding Ltd. and Amazon.com Inc., which are both seeking growth in emerging markets.', ""Some of the most popular companies included in Ken Fisher's Q1 portfolio include Amazon.com, Inc. (NASDAQ:AMZN), Microsoft Corporation (NASDAQ:MSFT), and Apple Inc. (NASDAQ:AAPL).\n\nOur Methodology\n\nFor this article we picked the top 10 stocks from Ken Fisher's hedge fund portfolio for the first quarter of 2023."", 'Like Amazon.com, Inc. (NASDAQ:AMZN), Microsoft Corporation (NASDAQ:MSFT), and Apple Inc. (NASDAQ:AAPL), Taiwan Semiconductor Manufacturing Company Limited (NYSE:TSM) is one of the top stock picks of billionaire Ken Fisher.', 'Along with Amazon.com, Inc. (NASDAQ:AMZN), Microsoft Corporation (NASDAQ:MSFT), and Apple Inc. (NASDAQ:AAPL), Salesforce, Inc. (NYSE:CRM) is one of the top stocks on the radar of billionaire Ken Fisher.\n\nIn its investor letter for Q1 2023, Vulcan Value Partners shared a comment about Salesforce, Inc. (NYSE:CRM):\n\n“Salesforce, Inc.', '., Google-parent Alphabet Inc. and Amazon.com Inc. all beating expectations. They are also benefiting from signs the Federal Reserve has stopped hiking rates.Still, sector earnings are expected to decline more than 7% in the second quarter.']"
2023-05-15,"['Horton Inc Reduce -0.02% ● 90.26 ($95.36) 102.94 $109.80 15.14% 1,580,567 -8,893 OMF OneMain Holdings Inc Reduce -0.02% ● 33.08 ($40.19) 46.8 $36.28 -9.73% 5,293,592 -18,954 URI United Rentals Inc Reduce -0.02% ● 356.71 ($420.03) 479.57 $336.93 -19.78% 440,771 -1,979 AMZN Amazon.com Inc New Buy +0.01% ● 83.12 ($96.61) 112.91 $111.20 15.10% 3,200 3,200', 'Corp Reduce -0.02% ● 9.48 ($10.61) 11.37 $10.53 -0.75% 2,295,807 -55,012 UNH UnitedHealth Group Inc Reduce -0.02% ● 498.86 ($529.71) 555.15 $486.86 -8.09% 1,206 -1,260 META Meta Platforms Inc New Buy +0.01% ● 88.91 ($117.43) 140.28 $238.86 103.41% 1,838 1,838 MSFT Microsoft Corp New Buy +0.01% ● 214.25 ($239.99) 257.22 $309.46 28.95% 1,700 1,700 AMZN Amazon.com', ""Inc Sold Out -0.01% ● 81.82 ($98.78) 121.09 $111.20 12.57% 0 -1,900 PHM PulteGroup Inc Sold Out -0.01% ● 36.59 ($42.13) 47.05 $68.55 62.71% 0 -6,200 GOOG Alphabet Inc Add 0% ● 83.49 ($95.44) 104.93 $116.96 22.55% 8,150 1,250 FAF First American Financial Corp Add 0% ● 44.26 ($50.67) 55.2 $56.50 11.51% 7,500 2,000 MCO Moody's Corporation Add 0% ● 235.25"", ""1,090 MA Mastercard Inc Sold Out -0.01% ● 308.78 ($344.59) 378.83 $383.41 11.27% 0 -569 MAR Marriott International Inc Sold Out -0.01% ● 133.06 ($165.39) 190.3 $175.50 6.11% 0 -1,185 MCO Moody's Corporation Reduce 0% ● 253.64 ($299.77) 343.38 $311.08 3.77% 3,129 -150 AM Antero Midstream Corp Add 0% ● 9 ($10.41) 11.45 $10.53 1.15% 2,383,767 5,534 AMZN Amazon.com"", 'Inc Add 0% ● 102.31 ($125.73) 168.35 $111.20 -11.56% 1,900 500 GOOGL Alphabet Inc Reduce 0% ● 105.81 ($118.07) 142.97 $116.51 -1.32% 5,600 -53 LAD Lithia Motors Inc New Buy +7.84% ● 280.06 ($312.25) 345.84 $216.13 -30.78% 885,107 885,107 BRK.B Berkshire Hathaway Inc Sold Out -6.40% ● 300.79 ($323.34) 359.57 $323.53 0.06% 0 -671,870 APO Apollo Global', 'A few prominent vendors that offer business intelligence in the market are Amazon.com Inc., Arbela Technologies Corp., Global Software LLC, Hitachi Ltd., Idera Inc., InetSoft Technology Corp., International Business Machines Corp., Microsoft Corp., MicroStrategy Inc., Oracle Corp., Palantir Technologies Inc., Panorama Software Inc., SAP SE, SAS Institute', 'Vendor offerings -\n\nAmazon.com Inc. - The company offers business intelligence solutions, namely Amazon QuickSight.\n\nThe company offers business intelligence solutions, namely Amazon QuickSight. Global Software LLC - The company offers business intelligence solutions through its subsidiary Logi Analytics Inc.', ""Technology companies such as Google LLC, Amazon.com Inc., and Paytm have developed payment and banking apps for their customers. They have partnered with banks and leveraged their large user base to enter the fintech industry. Banks use technologies and tools such as BI and data analytics to meet customers' needs."", 'growth 2022-2023 (%) 7.19 Regional analysis North America, APAC, Europe, Middle East and Africa, and South America Performing market contribution North America at 34% Key countries US, China, India, UK, and Germany Competitive landscape Leading vendors, market positioning of vendors, competitive strategies, and industry risks Key companies profiled Amazon.com', 'Inc., Arbela Technologies Corp., Global Software LLC, Hitachi Ltd., Idera Inc., InetSoft Technology Corp., International Business Machines Corp., Microsoft Corp., MicroStrategy Inc., Oracle Corp., Palantir Technologies Inc., Panorama Software Inc., SAP SE, SAS Institute Inc., ScienceSoft USA Corp., Sisense Ltd., TARGIT AS, TIBCO Software Inc., QlikTech', 'inputs and Factors of differentiation\n\n11.3 Landscape disruption\n\nExhibit 119: Overview on factors of disruption\n\n11.4 Industry risks\n\nExhibit 120: Impact of key risks on business\n\n12 Vendor Analysis\n\n12.1 Vendors covered\n\nExhibit 121: Vendors covered\n\n12.2 Market positioning of vendors\n\nExhibit 122: Matrix on vendor position and classification\n\n12.3 Amazon.com', 'Inc.', 'Exhibit 123: Amazon.com Inc. - Overview\n\n\n\nExhibit 124: Amazon.com Inc. - Business segments\n\n\n\nExhibit 125: Amazon.com Inc. - Key news\n\n\n\nExhibit 126: Amazon.com Inc. - Key offerings\n\n\n\nExhibit 127: Amazon.com Inc. - Segment focus\n\n12.4 Global Software LLC\n\nExhibit 128: Global Software LLC - Overview\n\n\n\nExhibit 129: Global Software LLC - Product / Service', '., Amazon.com Inc., Salesforce Inc. and Intuit Inc.\n\nThe investment firm that manages the Walton family’s fortune bought more shares of the nearly $38 billion Vanguard Short-Term Bond ETF. WIT LLC also added a new position in the SPDR Bloomberg 1-3 Month T-Bill ETF with a market value of roughly $10 million.']"
2023-05-16,"['Vulcan’s booster propulsion is provided by a pair of BE-4 engines manufactured by Blue Origin, which was founded by Amazon.com Inc. AMZN, +1.98% founder Jeff Bezos. “I am very happy with my partner there,” said Bruno.\n\nThe BE-4 engines use liquid oxygen and liquefied natural gas, a commercially available form of methane.', ""While all three major U.S. stock indexes ended down, the tech-heavy Nasdaq's losses were held in check by momentum megacaps including Amazon.com, Alphabet Inc and Microsoft Corp."", 'The stock demonstrated a mixed performance when compared to some of its competitors Tuesday, as Amazon.com Inc. AMZN, +1.98% rose 1.98% to $113.40, Walmart Inc. WMT, -1.38% fell 1.38% to $149.78, and Target Corp. TGT, -1.62% fell 1.62% to $156.91.\n\nTrading volume (8.0 M) eclipsed its 50-day average volume of 4.4 M.']"
2023-05-17,"['., and Amazon.com Inc., called on Gianforte to veto the “unconstitutional” bill in a statement. “The law sets a dangerous precedent that the government can ban any business it doesn’t like without clear evidence of wrongdoing.', 'Amazon.com Inc. has so far agreed to integrate its logistics services — from pickup to delivery — with ONDC.', 'Amazon.com Inc. AMZN conducted layoffs in Amazon Web Services and in its human-resources department, the company said in late April.\n\nAnd in March, Electronic Arts Inc. EA, -0.16% announced its intention to slash 6% of its workforce as the videogame publisher looks to cut costs. Streaming-media company Roku Inc.', 'Related: Meta begins cutting technical jobs in latest round of layoffs\n\nA host of tech companies, including Amazon.com Inc., Palantir Technologies Inc. PLTR, +8.24% , Twilio Inc. TWLO, +1.39% , DocuSign Inc. DOCU, +4.04% , Salesforce Inc. CRM, +2.36% , SAP SAP, -0.41% , Zoom Video Communications Inc. ZM, +2.82% , eBay Inc.']"
2023-05-18,"['Powering Remote Places In A Planet-Friendly Way\n\nWorksport Ltd (NASDAQ: WKSP) whose tonneau covers are available on Amazon.com Inc (NASDAQ: AMZN), as well as on Walmart Inc (NYSE: WMT) and eBay Inc (NASDAQ: EBAY), does not only promise to extend the driving range of EV pickups and bring affordable solar-powered TerraVis tonneau covers to the world,', 'Some top picks of the billionaire are Amazon.com, Inc. (NASDAQ:AMZN), Alphabet Inc. (NASDAQ:GOOG), and Uber Technologies, Inc. (NYSE:UBER).', ""Amazon.com, Inc. (NASDAQ:AMZN), Energy Transfer (NYSE:ET), Alphabet Inc. (NASDAQ:GOOG), and Uber Technologies, Inc. (NYSE:UBER) are some of David Tepper's best stocks for 2023.\n\nClick to continue reading and see Billionaire David Tepper's 2023 Portfolio: Top 5 Stock Picks.\n\nSuggested Articles:\n\nDisclosure: None."", ""Amazon.com Inc . announced 18,000 layoffs across many of the company's business areas, including Amazon Web Services, its healthcare businesses, the robotics unit and many others.\n\nZoom Video Communications Inc . presented plans to cut 15% of its workforce in early February.""]"
2023-05-19,"[""The stock demonstrated a mixed performance when compared to some of its competitors Friday, as Amazon.com Inc. AMZN, -1.61% fell 1.61% to $116.25, Walmart Inc. WMT, -1.03% fell 1.03% to $149.91, and Lowe's Cos. LOW, -1.38% fell 1.38% to $206.27.\n\nTrading volume (4.5 M) eclipsed its 50-day average volume of 4.1 M."", 'The stock underperformed when compared to some of its competitors Friday, as Amazon.com Inc. AMZN, -1.61% fell 1.61% to $116.25 and TJX Cos. TJX, +0.10% rose 0.10% to $79.35.\n\nTrading volume (8.9 M) remained 618,282 below its 50-day average volume of 9.5 M.', 'The stock demonstrated a mixed performance when compared to some of its competitors Friday, as Amazon.com Inc. AMZN, -1.61% fell 1.61% to $116.25, Walmart Inc. WMT, -1.03% fell 1.03% to $149.91, and Costco Wholesale Corp. COST, -0.32% fell 0.32% to $496.52.\n\nTrading volume (1.5 M) remained 400,150 below its 50-day average volume of 1.9 M.']"
2023-05-20,"['On 05/20/2023, Amazon.com Inc traded for a price of $116.25 per share and a market cap of $1,192.77Bil. The stock has returned 8.42% over the past year.\n\nGuruFocus gives the company a financial strength rating of 6 out of 10 and a profitability rating of 8 out of 10.', 'In terms of valuation, Amazon.com Inc has a price-earnings ratio of 276.79, a price-book ratio of 7.72, a price-earnings-to-growth (PEG) ratio of 11.93, a EV-to-Ebitda ratio of 25.67 and a price-sales ratio of 2.27.\n\nThe price-to-GF Value ratio is 0.58, earning the stock a GF Value rank of 8.', 'Today’s five biggest stocks—Apple, Microsoft (MSFT), Alphabet (GOOGL), Amazon.com (AMZN), and Nvidia (NVDA)—have a combined market cap of about $8.7 trillion, almost 25% of the S&P 500 cap and about 3.2 times the $2.7 trillion Russell cap.\n\nThat, says Michael Arone, chief investment strategist at State Street’s U.S.']"
2023-05-21,"['Big tech remains a large weighting in the S&P 500 index with Apple, Microsoft, Amazon.com AMZN, -1.61% , NVIDIA, and Alphabet now making up more than 20% of the large-cap index.', ""Also Read: US Stocks Plunge As Debt Ceiling Talks Stall, Investors Trim June Interest Rate Hike Bets: Analyst Calls AI A 'Baby Bubble'\n\nThe ETF’s top holdings include Microsoft Corp (NASDAQ:MSFT), Apple Inc (NASDAQ:AAPL), Amazon.com, Inc (NASDAQ:AMZN), and Alphabet Inc (NASDAQ:GOOGL), which are up by over 30% since January.""]"
2023-05-22,"['Kameleon007\n\nConsumer Discretionary ETF and Amazon Are Buys\n\nIn this article I will outline why the Consumer Discretionary Select Sector SPDR Fund (XLY) and Amazon.com, Inc. (AMZN) are both buys. Let’s start by looking at XLY.', ""In this article:\n\nAmazon.Com, Inc (NASDAQ: AMZN) stock is trading lower Monday amid reports of Alphabet Inc (NASDAQ: GOOG) (NASDAQ: GOOGL) YouTube proposing to undercut Amazon's streaming service charges by up to 10 bps."", 'Amazon.com Inc., Bayerische Motoren Werke AG, Chery Automobile Co. Ltd., Chongqing Changan Automobile Co. Ltd., Ford Motor Co., Geely Auto Group, Honda Motor Co. Ltd., Hyundai Motor Co., Mazda Motor Corp., Mercedes Benz Group AG, NIO Ltd., Nissan Motor Co.', 'growth 2022-2023 (%) 37.8 Regional analysis North America, Europe, APAC, South America, and Middle East and Africa Performing market contribution North America at 38% Key countries US, China, Japan, Germany, and France Competitive landscape Leading Vendors, Market Positioning of Vendors, Competitive Strategies, and Industry Risks Key companies profiled Amazon.com', 'Inc., Bayerische Motoren Werke AG, Chery Automobile Co.', 'Near Autonomous Passenger Car Market size to grow by USD 294.81 billion between 2022 and 2027; Amazon.com Inc., Chery Automobile Co. Ltd., among others, identified as key vendors - Technavio']"
2023-05-23,"['Before that, he was one of the earlier employees at Amazon.com Inc. (NASDAQ:AMZN) and a general manager at Microsoft Co. (NASDAQ:MSFT).', '(Bloomberg) -- Amazon.com Inc. violated federal labor laws when it prevented off-duty employees from using workspaces for union organizing, US labor prosecutors alleged in sweeping new complaints, escalating their standoff with the country’s second-biggest private employer.', 'In a chat Monday at an event hosted by Goldman Sachs and SV Angel, Gates predicted that the sprint to create a top-level AI agent for search engines and online-shopping sites could leave Alphabet Inc.’s GOOGL, -1.99% GOOG, -2.05% Google and Amazon.com Inc. AMZN, -0.02% in the dust.']"
2023-05-24,"['GOOGL, -1.35% and Amazon.com Inc. AMZN, +1.53% have valuation of more than $1 trillion; and Facebook parent Meta Platforms Inc. META, +1.00% and Tesla Inc. TSLA, -1.54% have both touched the $1 trillion plateau previously.\n\nFor more: From U.S.', 'GOOGL, -1.35% and Amazon.com Inc. AMZN, +1.53% have valuation of more than $1 trillion; and Facebook parent Meta Platforms Inc. META, +1.00% and Tesla Inc. TSLA, -1.54% have both touched the $1 trillion plateau previously.\n\nFor more: From U.S.', 'On March 23, Bill Gates come out saying that the first company to develop an ""AI personal assistant"" would make search and Amazon.com, Inc. (AMZN) obsolete. The implication here is that this ""AI assistant"" will be used by as many people as search and Amazon are now.\n\nThis could be a huge market.']"
2023-05-25,"['(GOOGL) aka Google, and Amazon.com, Inc. (AMZN). We also see Nvidia Corporation (NVDA), which has delivered outsized performance this year due to the emerging AI boom that could very easily turn into the next bubble.', 'TSLA, +0.86% and Amazon.com Inc. AMZN, -1.50% are also lacking from the Dow, Diton noted, all of which have been major contributors to the S&P 500’s and Nasdaq’s gains this year.\n\nOn the other hand, the most heavily weighted stock in the Dow is UnitedHealth Group Inc. UNH, -0.65% .', 'American Express Co Add +0.59% ● 136.74 ($148.17) 157.59 $151.08 1.96% 1,327,800 551,500 CRM Salesforce Inc Add +0.58% ● 128.27 ($145.92) 165.27 $209.91 43.85% 2,220,000 600,000 ETSY Etsy Inc Reduce -0.58% ● 87.54 ($114.42) 140.49 $86.23 -24.64% 1,050,000 -750,000 WDAY Workday Inc Add +0.57% ● 132.63 ($155.96) 179.29 $196.41 25.94% 1,677,200 470,400 AMZN Amazon.com', 'Inc Add +0.46% ● 81.82 ($98.78) 121.09 $115.00 16.42% 3,290,000 760,000 GOOGL Alphabet Inc Add +0.45% ● 83.43 ($95.03) 104.48 $123.48 29.94% 5,566,300 700,000 ICE Intercontinental Exchange Inc Add +0.43% ● 90.02 ($99.59) 109.53 $105.11 5.54% 2,975,200 575,200 GPN Global Payments Inc Reduce -0.42% ● 93.13 ($104.26) 125.31 $99.51 -4.56% 1,540,000 -500,000', '0.05% ● 30.13 ($33.43) 36.64 $28.17 -15.73% 6,723,500 -222,000 HCA HCA Healthcare Inc Reduce -0.05% ● 165.99 ($199.21) 222.36 $264.09 32.57% 1,461,996 -38,000 ALLY Ally Financial Inc Add +0.02% ● 27.83 ($33.21) 36.9 $26.30 -20.81% 13,359,100 116,000 STZ Constellation Brands Inc Sold Out -2.11% ● 225.77 ($243.17) 258.78 $232.14 -4.54% 0 -1,534,900 AMZN Amazon.com', 'Inc New Buy +2.04% ● 102.31 ($125.73) 168.35 $115.00 -8.53% 2,530,000 2,530,000 KDP Keurig Dr Pepper Inc Sold Out -1.94% ● 34.33 ($36.32) 38.36 $31.55 -13.13% 0 -8,577,900 HUM Humana Inc Reduce -1.58% ● 420.04 ($444.79) 468.33 $500.07 12.43% 213,000 -610,000 DXC DXC Technology Co Sold Out -1.27% ● 27.55 ($31.05) 35.69 $24.21 -22.03% 0 -6,525,821 CVS']"
2023-05-26,"['(UPS) and Amazon.com, Inc. (AMZN), as well as emerging startups disrupting the industry with innovative solutions. To maintain its position, FedEx must continue to invest in technology, expand its service portfolio, and differentiate itself through superior customer service.', 'Recent Developments\n\nIn August 2022 , Amazon.com, Inc. (US) and iRobot Corporation announced a definitive merger agreement under which Amazon will acquire iRobot Corporation under its expansion plan.\n\n, Amazon.com, Inc.', 'Nvidia sells data-center chips to cloud service providers, or “hyperscalers,” such as Microsoft Corp.’s MSFT, +2.14% Azure, Amazon.com Inc.’s AMZN, +4.44% AWS, Alphabet Inc.’s GOOG, +0.87% GOOGL, +0.92% Google Cloud Platform, and Oracle Corp.’s ORCL, -0.20% Cloud Infrastructure, as well as consumer-internet companies and large businesses.']"
2023-05-27,"['While Microsoft, Alphabet, Amazon.com Inc. AMZN, +4.44% are giant “cloud stocks” that may benefit from the scaling of AI, Delevska said that the Spear Alpha ETF aims to capture returns from midcap companies such as Cloudflare Inc. NET, +5.36% , Snowflake Inc. SNOW, +1.42% and Datadog Inc. DDOG, +0.81% .', ""Some notable names in Druckenmiller's portfolio include Amazon.com, Inc. (NASDAQ:AMZN), Alphabet Inc. (NASDAQ:GOOG) and NVIDIA Corporation (NASDAQ:NVDA).\n\nBillionaire Stanley Druckenmiller 2023 Portfolio: Top 10 Stock Picks\n\nHedge Fund Stake Value: $83.4 million\n\nAmazon.com, Inc."", '(NASDAQ:AMZN) is a new arrival in Stanley Druckenmiller’s portfolio, as the billionaire loaded up on over 807,000 shares of the ecommerce company which had a total worth of about $83.4 million. Amid concerns of slowing growth in the Cloud business, Amazon.com, Inc.', '(NASDAQ:AMZN) is doubling down on its AWS business and recently revealed plans to invest a massive $12.7 billion in cloud infrastructure in India.\n\nArch Capital made the following comment about Amazon.com, Inc. (NASDAQ:AMZN) in its Q1 2023 investor letter:\n\n“Replacing our Wix investment is Amazon.com, Inc.', '(NASDAQ:AMZN), a company we are sure you have heard of before. We believe the company’s long-term growth runway, profit potential, and competitive advantages were being vastly underrated in early January when its market cap was well below $1 trillion.', ""In addition to Amazon.com, Inc. (NASDAQ:AMZN), Alphabet Inc. (NASDAQ:GOOG) and NVIDIA Corporation (NASDAQ:NVDA), TECK is a notable stock in Druckenmiller's portfolio.\n\nClick to continue reading and see Billionaire Stanley Druckenmiller's 2023 Portfolio: Top 5 Stock Picks.\n\nSuggested articles:\n\nDisclosure: None."", 'Perhaps the biggest player in the Cloud infrastructure domain in Amazon.com, Inc. (NASDAQ:AMZN), which has big plans for the future, especially after the arrival of generative AI capabilities on the scene. Amazon.com, Inc. (NASDAQ:AMZN) CEO Andy Jassy has been emphasizing the growth opportunities AWS has over the past few months.', 'Some notable names include Microsoft Corporation (NASDAQ:MSFT), Amazon.com, Inc. (NASDAQ:AMZN) and Palo Alto Networks Inc. (NYSE:PANW).\n\nBest Software Infrastructure Stocks to Buy\n\n12.', 'Like Microsoft Corporation (NASDAQ:MSFT), Amazon.com, Inc. (NASDAQ:AMZN) and Palo Alto Networks Inc. (NYSE:PANW), VMW is one of the best software infrastructure stocks to buy according to hedge funds.\n\nClick to continue reading and see 5 Best Software Infrastructure Stocks to Buy.']"
2023-05-28,"['The threat of AI taking over human jobs jumped exponentially after companies like Amazon.com, Inc. (NASDAQ:AMZN), Alphabet Inc Class A (NASDAQ:GOOGL) and Microsoft Corp (NASDAQ:MSFT) started to aggressively roll out AI applications.\n\nImpact of Artificial Intelligence on Employment: Is it All a Hype?', 'Technologies offered by Amazon.com, Inc. (NASDAQ:AMZN), Alphabet Inc Class A (NASDAQ:GOOGL) and Microsoft Corp (NASDAQ:MSFT) will play a key role in this development.\n\n15. Entry-Level Writing and Proofreading Roles\n\nBy now it’s clear to anyone who’s used ChatGPT that it’s a great tool for basic writing tasks and proofreading.', 'As AI technologies offered by companies like Amazon.com, Inc. (NASDAQ:AMZN), Alphabet Inc Class A (NASDAQ:GOOGL) and Microsoft Corp (NASDAQ:MSFT) improve, more and more jobs will face increased exposure to automation.\n\nClick to continue reading and see 5 Jobs That Will Disappear in the Future Due to AI.', '., Amazon.com Inc., Nvidia Corp. Facebook parent Meta Platforms Inc. and Tesla Inc.”\n\nAnd all of this is thanks to AI 1.0.\n\nTechnology has become so advanced and rooted in our economy that no business can get by without it. And you don’t have to be a big corporation to fall into this category.\n\nTake any mom-and-pop store.', ""(GOOG), is up over 40%, and the Consumer Cyclical stock Amazon.com, Inc. (AMZN) is up over 36%.\n\nThat's swell, but look at their dividend yields, which run from 0% to 0.56%. The 3 worst performers have much higher dividend yields.""]"
2023-05-29,"['., has signaled its interest, as has Project Kuiper, an initiative from Amazon.com Inc. to create a constellation of over 3,000 LEO satellites. But neither of those is currently available.\n\nOnly Starlink Inc.’s SpaceX satellite constellation has the capability to provide live coverage right now.', '., and Amazon.com, Inc.\n\nDon’t Miss: Thanks to changes in federal law, anyone can invest in EV startups\n\nThe shoe company that was once a fashion faux-pas has been making investors happy over the last five years. If you had invested $10,000 in Crocs in April 2018, you’d be sitting on roughly $76,000 today.', 'Thanks to Amazon.com Inc. we’ve become accustomed to buying cheap goods online and returning them for free. But that’s now changing. Companies—from Amazon to grocery chain Kroger Co. and DoorDash and its peers—are starting to put a price on convenience, confident it has become a habit we just can’t break.']"
